TOP.6731382c.00067339	START
TOP.67314a05.0007792c	user_options->rp_gen_seed	0
TOP.67314a05.0007792c	user_options->runtime	0
TOP.67314a05.0007792c	user_options->scrypt_tmto	0
TOP.67314a05.0007792c	user_options->segment_size	33554432
TOP.67314a05.0007792c	user_options->self_test_disable	0
TOP.67314a05.0007792c	user_options->slow_candidates	0
TOP.67314a05.0007792c	user_options->show	1
TOP.67314a05.0007792c	user_options->speed_only	0
TOP.67314a05.0007792c	user_options->spin_damp	0
TOP.67314a05.0007792c	user_options->status	0
TOP.67314a05.0007792c	user_options->status_json	0
TOP.67314a05.0007792c	user_options->status_timer	10
TOP.67314a05.0007792c	user_options->stdout_flag	0
TOP.67314a05.0007792c	user_options->usage	0
TOP.67314a05.0007792c	user_options->username	0
TOP.67314a05.0007792c	user_options->veracrypt_pim_start	485
TOP.67314a05.0007792c	user_options->veracrypt_pim_stop	485
TOP.67314a05.0007792c	user_options->version	0
TOP.67314a05.0007792c	user_options->workload_profile	2
TOP.67314a05.0007792c	user_options->brain_client	0
TOP.67314a05.0007792c	user_options->brain_client_features	2
TOP.67314a05.0007792c	user_options->brain_server	0
TOP.67314a05.0007792c	user_options->brain_server_timer	300
TOP.67314a05.0007792c	user_options->brain_port	6863
TOP.67314a05.0007792c	user_options->brain_session	0
TOP.67314a94.00085d2f	START
TOP.67314a94.00085d2f	folder_config->cwd	I:\Project AI Password\Multi-Purpose-AI-Password-Analysis-Tool\SourceCode\hashcat-6.2.6
TOP.67314a94.00085d2f	folder_config->install_dir	.
TOP.67314a94.00085d2f	folder_config->profile_dir	.
TOP.67314a94.00085d2f	folder_config->session_dir	.
TOP.67314a94.00085d2f	folder_config->shared_dir	.
TOP.67314a94.00085d2f	user_options->encoding_from	utf-8
TOP.67314a94.00085d2f	user_options->encoding_to	utf-8
TOP.67314a94.00085d2f	user_options->potfile_path	I:\Project AI Password\Multi-Purpose-AI-Password-Analysis-Tool\SourceCode\ReworldTest\Test_Results\hashcat_md5s_uppercase_lowercase_numbers_8_0_1731283463.potfile
TOP.67314a94.00085d2f	user_options->rule_buf_l	:
TOP.67314a94.00085d2f	user_options->rule_buf_r	:
TOP.67314a94.00085d2f	user_options->session	show
TOP.67314a94.00085d2f	user_options->separator	:
TOP.67314a94.00085d2f	user_options->limit	0
TOP.67314a94.00085d2f	user_options->skip	0
TOP.67314a94.00085d2f	user_options->attack_mode	100
TOP.67314a94.00085d2f	user_options->benchmark	0
TOP.67314a94.00085d2f	user_options->benchmark_all	0
TOP.67314a94.00085d2f	user_options->bitmap_max	18
TOP.67314a94.00085d2f	user_options->bitmap_min	16
TOP.67314a94.00085d2f	user_options->debug_mode	0
TOP.67314a94.00085d2f	user_options->hash_info	0
TOP.67314a94.00085d2f	user_options->force	0
TOP.67314a94.00085d2f	user_options->hwmon_disable	0
TOP.67314a94.00085d2f	user_options->hwmon_temp_abort	90
TOP.67314a94.00085d2f	user_options->hash_mode	0
TOP.67314a94.00085d2f	user_options->hex_charset	0
TOP.67314a94.00085d2f	user_options->hex_salt	0
TOP.67314a94.00085d2f	user_options->hex_wordlist	0
TOP.67314a94.00085d2f	user_options->hook_threads	0
TOP.67314a94.00085d2f	user_options->identify	0
TOP.67314a94.00085d2f	user_options->increment	0
TOP.67314a94.00085d2f	user_options->increment_max	256
TOP.67314a94.00085d2f	user_options->increment_min	1
TOP.67314a94.00085d2f	user_options->keep_guessing	0
TOP.67314a94.00085d2f	user_options->kernel_accel	0
TOP.67314a94.00085d2f	user_options->kernel_loops	0
TOP.67314a94.00085d2f	user_options->kernel_threads	0
TOP.67314a94.00085d2f	user_options->keyspace	0
TOP.67314a94.00085d2f	user_options->left	0
TOP.67314a94.00085d2f	user_options->logfile_disable	0
TOP.67314a94.00085d2f	user_options->loopback	0
TOP.67314a94.00085d2f	user_options->machine_readable	0
TOP.67314a94.00085d2f	user_options->markov_classic	0
TOP.67314a94.00085d2f	user_options->markov_disable	0
TOP.67314a94.00085d2f	user_options->markov_inverse	0
TOP.67314a94.00085d2f	user_options->markov_threshold	256
TOP.67314a94.00085d2f	user_options->multiply_accel_disable	0
TOP.67314a94.00085d2f	user_options->backend_info	0
TOP.67314a94.00085d2f	user_options->backend_vector_width	0
TOP.67314a94.00085d2f	user_options->optimized_kernel_enable	0
TOP.67314a94.00085d2f	user_options->outfile_autohex	1
TOP.67314a94.00085d2f	user_options->outfile_check_timer	5
TOP.67314a94.00085d2f	user_options->outfile_format	3
TOP.67314a94.00085d2f	user_options->wordlist_autohex_disable	0
TOP.67314a94.00085d2f	user_options->potfile_disable	0
TOP.67314a94.00085d2f	user_options->progress_only	0
TOP.67314a94.00085d2f	user_options->quiet	1
TOP.67314a94.00085d2f	user_options->remove	0
TOP.67314a94.00085d2f	user_options->remove_timer	60
TOP.67314a94.00085d2f	user_options->restore	0
TOP.67314a94.00085d2f	user_options->restore_disable	1
TOP.67314a94.00085d2f	user_options->restore_timer	1
TOP.67314a94.00085d2f	user_options->rp_files_cnt	0
TOP.67314a94.00085d2f	user_options->rp_gen	0
TOP.67314a94.00085d2f	user_options->rp_gen_func_max	4
TOP.67314a94.00085d2f	user_options->rp_gen_func_min	1
TOP.67314a94.00085d2f	user_options->rp_gen_seed	0
TOP.67314a94.00085d2f	user_options->runtime	0
TOP.67314a94.00085d2f	user_options->scrypt_tmto	0
TOP.67314a94.00085d2f	user_options->segment_size	33554432
TOP.67314a94.00085d2f	user_options->self_test_disable	0
TOP.67314a94.00085d2f	user_options->slow_candidates	0
TOP.67314a94.00085d2f	user_options->show	1
TOP.67314a94.00085d2f	user_options->speed_only	0
TOP.67314a94.00085d2f	user_options->spin_damp	0
TOP.67314a94.00085d2f	user_options->status	0
TOP.67314a94.00085d2f	user_options->status_json	0
TOP.67314a94.00085d2f	user_options->status_timer	10
TOP.67314a94.00085d2f	user_options->stdout_flag	0
TOP.67314a94.00085d2f	user_options->usage	0
TOP.67314a94.00085d2f	user_options->username	0
TOP.67314a94.00085d2f	user_options->veracrypt_pim_start	485
TOP.67314a94.00085d2f	user_options->veracrypt_pim_stop	485
TOP.67314a94.00085d2f	user_options->version	0
TOP.67314a94.00085d2f	user_options->workload_profile	2
TOP.67314a94.00085d2f	user_options->brain_client	0
TOP.67314a94.00085d2f	user_options->brain_client_features	2
TOP.67314a94.00085d2f	user_options->brain_server	0
TOP.67314a94.00085d2f	user_options->brain_server_timer	300
TOP.67314a94.00085d2f	user_options->brain_port	6863
TOP.67314a94.00085d2f	user_options->brain_session	0
TOP.67314b4b.00062c71	START
TOP.67314b4b.00062c71	folder_config->cwd	I:\Project AI Password\Multi-Purpose-AI-Password-Analysis-Tool\SourceCode\hashcat-6.2.6
TOP.67314b4b.00062c71	folder_config->install_dir	.
TOP.67314b4b.00062c71	folder_config->profile_dir	.
TOP.67314b4b.00062c71	folder_config->session_dir	.
TOP.67314b4b.00062c71	folder_config->shared_dir	.
TOP.67314b4b.00062c71	user_options->encoding_from	utf-8
TOP.67314b4b.00062c71	user_options->encoding_to	utf-8
TOP.67314b4b.00062c71	user_options->potfile_path	I:\Project AI Password\Multi-Purpose-AI-Password-Analysis-Tool\SourceCode\ReworldTest\Test_Results\hashcat_md5s_uppercase_lowercase_numbers_8_3_1731283606.potfile
TOP.67314b4b.00062c71	user_options->rule_buf_l	:
TOP.67314b4b.00062c71	user_options->rule_buf_r	:
TOP.67314b4b.00062c71	user_options->session	show
TOP.67314b4b.00062c71	user_options->separator	:
TOP.67314b4b.00062c71	user_options->limit	0
TOP.67314b4b.00062c71	user_options->skip	0
TOP.67314b4b.00062c71	user_options->attack_mode	100
TOP.67314b4b.00062c71	user_options->benchmark	0
TOP.67314b4b.00062c71	user_options->benchmark_all	0
TOP.67314b4b.00062c71	user_options->bitmap_max	18
TOP.67314b4b.00062c71	user_options->bitmap_min	16
TOP.67314b4b.00062c71	user_options->debug_mode	0
TOP.67314b4b.00062c71	user_options->hash_info	0
TOP.67314b4b.00062c71	user_options->force	0
TOP.67314b4b.00062c71	user_options->hwmon_disable	0
TOP.67314b4b.00062c71	user_options->hwmon_temp_abort	90
TOP.67314b4b.00062c71	user_options->hash_mode	0
TOP.67314b4b.00062c71	user_options->hex_charset	0
TOP.67314b4b.00062c71	user_options->hex_salt	0
TOP.67314b4b.00062c71	user_options->hex_wordlist	0
TOP.67314b4b.00062c71	user_options->hook_threads	0
TOP.67314b4b.00062c71	user_options->identify	0
TOP.67314b4b.00062c71	user_options->increment	0
TOP.67314b4b.00062c71	user_options->increment_max	256
TOP.67314b4b.00062c71	user_options->increment_min	1
TOP.67314b4b.00062c71	user_options->keep_guessing	0
TOP.67314b4b.00062c71	user_options->kernel_accel	0
TOP.67314b4b.00062c71	user_options->kernel_loops	0
TOP.67314b4b.00062c71	user_options->kernel_threads	0
TOP.67314b4b.00062c71	user_options->keyspace	0
TOP.67314b4b.00062c71	user_options->left	0
TOP.67314b4b.00062c71	user_options->logfile_disable	0
TOP.67314b4b.00062c71	user_options->loopback	0
TOP.67314b4b.00062c71	user_options->machine_readable	0
TOP.67314b4b.00062c71	user_options->markov_classic	0
TOP.67314b4b.00062c71	user_options->markov_disable	0
TOP.67314b4b.00062c71	user_options->markov_inverse	0
TOP.67314b4b.00062c71	user_options->markov_threshold	256
TOP.67314b4b.00062c71	user_options->multiply_accel_disable	0
TOP.67314b4b.00062c71	user_options->backend_info	0
TOP.67314b4b.00062c71	user_options->backend_vector_width	0
TOP.67314b4b.00062c71	user_options->optimized_kernel_enable	0
TOP.67314b4b.00062c71	user_options->outfile_autohex	1
TOP.67314b4b.00062c71	user_options->outfile_check_timer	5
TOP.67314b4b.00062c71	user_options->outfile_format	3
TOP.67314b4b.00062c71	user_options->wordlist_autohex_disable	0
TOP.67314b4b.00062c71	user_options->potfile_disable	0
TOP.67314b4b.00062c71	user_options->progress_only	0
TOP.67314b4b.00062c71	user_options->quiet	1
TOP.67314b4b.00062c71	user_options->remove	0
TOP.67314b4b.00062c71	user_options->remove_timer	60
TOP.67314b4b.00062c71	user_options->restore	0
TOP.67314b4b.00062c71	user_options->restore_disable	1
TOP.67314b4b.00062c71	user_options->restore_timer	1
TOP.67314b4b.00062c71	user_options->rp_files_cnt	0
TOP.67314b4b.00062c71	user_options->rp_gen	0
TOP.67314b4b.00062c71	user_options->rp_gen_func_max	4
TOP.67314b4b.00062c71	user_options->rp_gen_func_min	1
TOP.67314b4b.00062c71	user_options->rp_gen_seed	0
TOP.67314b4b.00062c71	user_options->runtime	0
TOP.67314b4b.00062c71	user_options->scrypt_tmto	0
TOP.67314b4b.00062c71	user_options->segment_size	33554432
TOP.67314b4b.00062c71	user_options->self_test_disable	0
TOP.67314b4b.00062c71	user_options->slow_candidates	0
TOP.67314b4b.00062c71	user_options->show	1
TOP.67314b4b.00062c71	user_options->speed_only	0
TOP.67314b4b.00062c71	user_options->spin_damp	0
TOP.67314b4b.00062c71	user_options->status	0
TOP.67314b4b.00062c71	user_options->status_json	0
TOP.67314b4b.00062c71	user_options->status_timer	10
TOP.67314b4b.00062c71	user_options->stdout_flag	0
TOP.67314b4b.00062c71	user_options->usage	0
TOP.67314b4b.00062c71	user_options->username	0
TOP.67314b4b.00062c71	user_options->veracrypt_pim_start	485
TOP.67314b4b.00062c71	user_options->veracrypt_pim_stop	485
TOP.67314b4b.00062c71	user_options->version	0
TOP.67314b4b.00062c71	user_options->workload_profile	2
TOP.67314b4b.00062c71	user_options->brain_client	0
TOP.67314b4b.00062c71	user_options->brain_client_features	2
TOP.67314b4b.00062c71	user_options->brain_server	0
TOP.67314b4b.00062c71	user_options->brain_server_timer	300
TOP.67314b4b.00062c71	user_options->brain_port	6863
TOP.67314b4b.00062c71	user_options->brain_session	0
TOP.67314d15.000d8466	START
TOP.67314d15.000d8466	folder_config->cwd	I:\Project AI Password\Multi-Purpose-AI-Password-Analysis-Tool\SourceCode\hashcat-6.2.6
TOP.67314d15.000d8466	folder_config->install_dir	.
TOP.67314d15.000d8466	folder_config->profile_dir	.
TOP.67314d15.000d8466	folder_config->session_dir	.
TOP.67314d15.000d8466	folder_config->shared_dir	.
TOP.67314d15.000d8466	user_options->encoding_from	utf-8
TOP.67314d15.000d8466	user_options->encoding_to	utf-8
TOP.67314d15.000d8466	user_options->potfile_path	I:\Project AI Password\Multi-Purpose-AI-Password-Analysis-Tool\SourceCode\ReworldTest\Test_Results\hashcat_md5s_uppercase_lowercase_numbers_8_0_1731284245.potfile
TOP.67314d15.000d8466	user_options->rule_buf_l	:
TOP.67314d15.000d8466	user_options->rule_buf_r	:
TOP.67314d15.000d8466	user_options->session	show
TOP.67314d15.000d8466	user_options->separator	:
TOP.67314d15.000d8466	user_options->limit	0
TOP.67314d15.000d8466	user_options->skip	0
TOP.67314d15.000d8466	user_options->attack_mode	100
TOP.67314d15.000d8466	user_options->benchmark	0
TOP.67314d15.000d8466	user_options->benchmark_all	0
TOP.67314d15.000d8466	user_options->bitmap_max	18
TOP.67314d15.000d8466	user_options->bitmap_min	16
TOP.67314d15.000d8466	user_options->debug_mode	0
TOP.67314d15.000d8466	user_options->hash_info	0
TOP.67314d15.000d8466	user_options->force	1
TOP.67314d15.000d8466	user_options->hwmon_disable	0
TOP.67314d15.000d8466	user_options->hwmon_temp_abort	90
TOP.67314d15.000d8466	user_options->hash_mode	0
TOP.67314d15.000d8466	user_options->hex_charset	0
TOP.67314d15.000d8466	user_options->hex_salt	0
TOP.67314d15.000d8466	user_options->hex_wordlist	0
TOP.67314d15.000d8466	user_options->hook_threads	0
TOP.67314d15.000d8466	user_options->identify	0
TOP.67314d15.000d8466	user_options->increment	0
TOP.67314d15.000d8466	user_options->increment_max	256
TOP.67314d15.000d8466	user_options->increment_min	1
TOP.67314d15.000d8466	user_options->keep_guessing	0
TOP.67314d15.000d8466	user_options->kernel_accel	0
TOP.67314d15.000d8466	user_options->kernel_loops	0
TOP.67314d15.000d8466	user_options->kernel_threads	0
TOP.67314d15.000d8466	user_options->keyspace	0
TOP.67314d15.000d8466	user_options->left	0
TOP.67314d15.000d8466	user_options->logfile_disable	0
TOP.67314d15.000d8466	user_options->loopback	0
TOP.67314d15.000d8466	user_options->machine_readable	0
TOP.67314d15.000d8466	user_options->markov_classic	0
TOP.67314d15.000d8466	user_options->markov_disable	0
TOP.67314d15.000d8466	user_options->markov_inverse	0
TOP.67314d15.000d8466	user_options->markov_threshold	256
TOP.67314d15.000d8466	user_options->multiply_accel_disable	0
TOP.67314d15.000d8466	user_options->backend_info	0
TOP.67314d15.000d8466	user_options->backend_vector_width	0
TOP.67314d15.000d8466	user_options->optimized_kernel_enable	0
TOP.67314d15.000d8466	user_options->outfile_autohex	1
TOP.67314d15.000d8466	user_options->outfile_check_timer	5
TOP.67314d15.000d8466	user_options->outfile_format	3
TOP.67314d15.000d8466	user_options->wordlist_autohex_disable	0
TOP.67314d15.000d8466	user_options->potfile_disable	0
TOP.67314d15.000d8466	user_options->progress_only	0
TOP.67314d15.000d8466	user_options->quiet	1
TOP.67314d15.000d8466	user_options->remove	0
TOP.67314d15.000d8466	user_options->remove_timer	60
TOP.67314d15.000d8466	user_options->restore	0
TOP.67314d15.000d8466	user_options->restore_disable	1
TOP.67314d15.000d8466	user_options->restore_timer	1
TOP.67314d15.000d8466	user_options->rp_files_cnt	0
TOP.67314d15.000d8466	user_options->rp_gen	0
TOP.67314d15.000d8466	user_options->rp_gen_func_max	4
TOP.67314d15.000d8466	user_options->rp_gen_func_min	1
TOP.67314d15.000d8466	user_options->rp_gen_seed	0
TOP.67314d15.000d8466	user_options->runtime	0
TOP.67314d15.000d8466	user_options->scrypt_tmto	0
TOP.67314d15.000d8466	user_options->segment_size	33554432
TOP.67314d15.000d8466	user_options->self_test_disable	0
TOP.67314d15.000d8466	user_options->slow_candidates	0
TOP.67314d15.000d8466	user_options->show	1
TOP.67314d15.000d8466	user_options->speed_only	0
TOP.67314d15.000d8466	user_options->spin_damp	0
TOP.67314d15.000d8466	user_options->status	1
TOP.67314d15.000d8466	user_options->status_json	0
TOP.67314d15.000d8466	user_options->status_timer	1
TOP.67314d15.000d8466	user_options->stdout_flag	0
TOP.67314d15.000d8466	user_options->usage	0
TOP.67314d15.000d8466	user_options->username	0
TOP.67314d15.000d8466	user_options->veracrypt_pim_start	485
TOP.67314d15.000d8466	user_options->veracrypt_pim_stop	485
TOP.67314d15.000d8466	user_options->version	0
TOP.67314d15.000d8466	user_options->workload_profile	3
TOP.67314d15.000d8466	user_options->brain_client	0
TOP.67314d15.000d8466	user_options->brain_client_features	2
TOP.67314d15.000d8466	user_options->brain_server	0
TOP.67314d15.000d8466	user_options->brain_server_timer	300
TOP.67314d15.000d8466	user_options->brain_port	6863
TOP.67314d15.000d8466	user_options->brain_session	0
TOP.67314d15.000d8466	proc_start	1731284245
TOP.67314d15.000d8466	proc_stop	1731284246
TOP.67314d15.000d8466	STOP
TOP.67314d16.0009873a	START
TOP.67314d16.0009873a	folder_config->cwd	I:\Project AI Password\Multi-Purpose-AI-Password-Analysis-Tool\SourceCode\hashcat-6.2.6
TOP.67314d16.0009873a	folder_config->install_dir	.
TOP.67314d16.0009873a	folder_config->profile_dir	.
TOP.67314d16.0009873a	folder_config->session_dir	.
TOP.67314d16.0009873a	folder_config->shared_dir	.
TOP.67314d16.0009873a	user_options->encoding_from	utf-8
TOP.67314d16.0009873a	user_options->encoding_to	utf-8
TOP.67314d16.0009873a	user_options->potfile_path	I:\Project AI Password\Multi-Purpose-AI-Password-Analysis-Tool\SourceCode\ReworldTest\Test_Results\hashcat_md5s_uppercase_lowercase_numbers_8_3_1731284246.potfile
TOP.67314d16.0009873a	user_options->rule_buf_l	:
TOP.67314d16.0009873a	user_options->rule_buf_r	:
TOP.67314d16.0009873a	user_options->session	show
TOP.67314d16.0009873a	user_options->separator	:
TOP.67314d16.0009873a	user_options->limit	0
TOP.67314d16.0009873a	user_options->skip	0
TOP.67314d16.0009873a	user_options->attack_mode	100
TOP.67314d16.0009873a	user_options->benchmark	0
TOP.67314d16.0009873a	user_options->benchmark_all	0
TOP.67314d16.0009873a	user_options->bitmap_max	18
TOP.67314d16.0009873a	user_options->bitmap_min	16
TOP.67314d16.0009873a	user_options->debug_mode	0
TOP.67314d16.0009873a	user_options->hash_info	0
TOP.67314d16.0009873a	user_options->force	1
TOP.67314d16.0009873a	user_options->hwmon_disable	0
TOP.67314d16.0009873a	user_options->hwmon_temp_abort	90
TOP.67314d16.0009873a	user_options->hash_mode	0
TOP.67314d16.0009873a	user_options->hex_charset	0
TOP.67314d16.0009873a	user_options->hex_salt	0
TOP.67314d16.0009873a	user_options->hex_wordlist	0
TOP.67314d16.0009873a	user_options->hook_threads	0
TOP.67314d16.0009873a	user_options->identify	0
TOP.67314d16.0009873a	user_options->increment	0
TOP.67314d16.0009873a	user_options->increment_max	256
TOP.67314d16.0009873a	user_options->increment_min	1
TOP.67314d16.0009873a	user_options->keep_guessing	0
